,DateTime,Close
0,2016-08-11,38.45
1,2016-08-12,38.5
2,2016-08-15,38.45
3,2016-08-16,38.38
4,2016-08-17,38.13
5,2016-08-18,38.21
6,2016-08-19,38.08
7,2016-08-22,38.11
8,2016-08-23,37.85
9,2016-08-24,37.52
10,2016-08-25,37.51
11,2016-08-26,37.66
12,2016-08-29,37.28
13,2016-08-30,36.99
14,2016-08-31,37.15
15,2016-09-01,36.81
16,2016-09-02,37.06
17,2016-09-06,37.18
18,2016-09-07,38.55
19,2016-09-08,39.27
20,2016-09-09,38.0
21,2016-09-12,38.77
22,2016-09-13,39.86
23,2016-09-14,39.95
24,2016-09-15,40.83
25,2016-09-16,40.7
26,2016-09-19,40.0
27,2016-09-20,39.67
28,2016-09-21,40.27
29,2016-09-22,40.48
30,2016-09-23,40.07
31,2016-09-26,40.34
32,2016-09-27,41.05
33,2016-09-28,40.96
34,2016-09-29,40.37
35,2016-09-30,40.96
36,2016-10-03,40.58
37,2016-10-04,40.78
38,2016-10-05,40.43
39,2016-10-06,40.17
40,2016-10-07,39.84
41,2016-10-10,39.84
42,2016-10-11,39.17
43,2016-10-12,39.53
44,2016-10-13,39.19
45,2016-10-14,39.24
46,2016-10-17,39.48
47,2016-10-18,39.83
48,2016-10-19,40.24
49,2016-10-20,40.08
50,2016-10-21,44.16
51,2016-10-24,43.87
52,2016-10-25,43.3
53,2016-10-26,42.32
54,2016-10-27,41.68
55,2016-10-28,41.75
56,2016-10-31,41.66
57,2016-11-01,41.52
58,2016-11-02,41.35
59,2016-11-03,41.18
60,2016-11-04,40.9
61,2016-11-07,41.27
62,2016-11-08,41.57
63,2016-11-09,41.25
64,2016-11-10,40.45
65,2016-11-11,40.07
66,2016-11-14,38.81
67,2016-11-15,38.93
68,2016-11-16,39.06
69,2016-11-17,39.88
70,2016-11-18,40.08
71,2016-11-21,40.62
72,2016-11-22,40.32
73,2016-11-23,40.05
74,2016-11-25,40.24
75,2016-11-28,39.96
76,2016-11-29,39.88
77,2016-11-30,39.28
78,2016-12-01,38.32
79,2016-12-02,38.62
80,2016-12-05,38.99
81,2016-12-06,38.97
82,2016-12-07,39.44
83,2016-12-08,39.6
84,2016-12-09,39.64
85,2016-12-12,39.43
86,2016-12-13,39.43
87,2016-12-14,39.55
88,2016-12-15,39.54
89,2016-12-16,39.3
90,2016-12-19,39.44
91,2016-12-20,39.73
92,2016-12-21,40.09
93,2016-12-22,39.67
94,2016-12-23,39.57
95,2016-12-27,39.72
96,2016-12-28,39.57
97,2016-12-29,39.96
98,2016-12-30,39.47
99,2017-01-03,40.24
100,2017-01-04,41.0
101,2017-01-05,41.06
102,2017-01-06,41.44
103,2017-01-09,41.38
104,2017-01-10,41.08
105,2017-01-11,41.27
106,2017-01-12,41.55
107,2017-01-13,41.6
108,2017-01-17,41.27
109,2017-01-18,41.33
110,2017-01-19,41.27
111,2017-01-20,41.68
112,2017-01-23,41.62
113,2017-01-24,41.96
114,2017-01-25,41.71
115,2017-01-26,41.49
116,2017-01-27,40.26
117,2017-01-30,39.85
118,2017-01-31,39.77
119,2017-02-01,39.3
120,2017-02-02,39.58
121,2017-02-03,39.58
122,2017-02-06,39.73
123,2017-02-07,40.01
124,2017-02-08,40.88
125,2017-02-09,40.82
126,2017-02-10,40.57
127,2017-02-13,41.17
128,2017-02-14,41.61
129,2017-02-15,41.87
130,2017-02-16,42.16
131,2017-02-17,41.95
132,2017-02-21,42.42
133,2017-02-22,42.4
134,2017-02-23,42.52
135,2017-02-24,43.06
136,2017-02-27,42.62
137,2017-02-28,41.99
138,2017-03-01,42.42
139,2017-03-02,42.76
140,2017-03-03,43.02
141,2017-03-06,42.87
142,2017-03-07,42.88
143,2017-03-08,42.79
144,2017-03-09,42.91
145,2017-03-10,42.99
146,2017-03-13,42.58
147,2017-03-14,42.1
148,2017-03-15,42.38
149,2017-03-16,42.4
150,2017-03-17,43.08
151,2017-03-20,43.15
152,2017-03-21,42.64
153,2017-03-22,43.19
154,2017-03-23,43.15
155,2017-03-24,43.13
156,2017-03-27,43.08
157,2017-03-28,43.14
158,2017-03-29,43.24
159,2017-03-30,43.53
160,2017-03-31,43.02
161,2017-04-03,42.63
162,2017-04-04,42.72
163,2017-04-05,42.89
164,2017-04-06,42.9
165,2017-04-07,43.04
166,2017-04-10,43.04
167,2017-04-11,42.68
168,2017-04-12,42.49
169,2017-04-13,42.55
170,2017-04-17,43.09
171,2017-04-18,43.09
172,2017-04-19,43.3
173,2017-04-20,43.69
174,2017-04-21,43.81
175,2017-04-24,44.25
176,2017-04-25,44.71
177,2017-04-26,44.39
178,2017-04-27,47.14
179,2017-04-28,47.71
180,2017-05-01,47.54
181,2017-05-02,49.04
182,2017-05-03,49.01
183,2017-05-04,48.91
184,2017-05-05,49.29
185,2017-05-08,49.16
186,2017-05-09,49.21
187,2017-05-10,49.78
188,2017-05-11,49.69
189,2017-05-12,49.36
190,2017-05-15,49.76
191,2017-05-16,50.33
192,2017-05-17,49.05
193,2017-05-18,49.1
194,2017-05-19,49.38
195,2017-05-22,49.76
196,2017-05-23,50.12
197,2017-05-24,51.05
198,2017-05-25,50.94
199,2017-05-26,51.18
200,2017-05-30,51.06
201,2017-05-31,52.2
202,2017-06-01,53.14
203,2017-06-02,53.51
204,2017-06-05,53.8
205,2017-06-06,53.38
206,2017-06-07,53.84
207,2017-06-08,54.38
208,2017-06-09,53.39
209,2017-06-12,52.14
210,2017-06-13,52.05
211,2017-06-14,51.89
212,2017-06-15,52.3
213,2017-06-16,51.81
214,2017-06-19,52.92
215,2017-06-20,52.51
216,2017-06-21,53.54
217,2017-06-22,53.87
218,2017-06-23,54.32
219,2017-06-26,53.73
220,2017-06-27,52.73
221,2017-06-28,54.39
222,2017-06-29,53.41
223,2017-06-30,53.67
224,2017-07-03,52.83
225,2017-07-05,54.61
226,2017-07-06,53.47
227,2017-07-07,53.96
228,2017-07-10,54.94
229,2017-07-11,54.75
230,2017-07-12,56.54
231,2017-07-13,57.89
232,2017-07-14,57.16
233,2017-07-17,57.56
234,2017-07-18,58.95
235,2017-07-19,58.34
236,2017-07-20,59.09
237,2017-07-21,58.65
238,2017-07-24,58.59
239,2017-07-25,58.26
240,2017-07-26,58.79
241,2017-07-27,60.13
242,2017-07-28,59.19
243,2017-07-31,58.55
244,2017-08-01,59.33
245,2017-08-02,59.1
246,2017-08-03,58.44
247,2017-08-04,58.85
248,2017-08-07,59.61
249,2017-08-08,59.47
250,2017-08-09,59.65
251,2017-08-10,58.01
252,2017-08-11,58.04
253,2017-08-14,59.05
254,2017-08-15,59.68
255,2017-08-16,60.28
256,2017-08-17,59.29
257,2017-08-18,59.44
258,2017-08-21,59.39
259,2017-08-22,60.83
260,2017-08-23,60.04
261,2017-08-24,59.99
262,2017-08-25,59.97
263,2017-08-28,60.52
264,2017-08-29,61.0
265,2017-08-30,61.75
266,2017-08-31,61.67
267,2017-09-01,61.45
268,2017-09-05,61.27
269,2017-09-06,61.24
270,2017-09-07,62.0
271,2017-09-08,61.13
272,2017-09-11,62.63
273,2017-09-12,62.55
274,2017-09-13,62.0
275,2017-09-14,62.24
276,2017-09-15,62.51
277,2017-09-18,62.9
278,2017-09-19,63.82
279,2017-09-20,64.74
280,2017-09-21,64.61
281,2017-09-22,65.08
282,2017-09-25,63.51
283,2017-09-26,62.94
284,2017-09-27,63.33
285,2017-09-28,63.92
286,2017-09-29,64.02
287,2017-10-02,64.17
288,2017-10-03,64.22
289,2017-10-04,64.01
290,2017-10-05,65.82
291,2017-10-06,66.04
292,2017-10-09,66.22
293,2017-10-10,66.03
294,2017-10-11,67.78
295,2017-10-12,68.86
296,2017-10-13,68.65
297,2017-10-16,67.31
298,2017-10-17,66.67
299,2017-10-18,67.26
300,2017-10-19,67.26
301,2017-10-20,70.99
302,2017-10-23,69.83
303,2017-10-24,70.2
304,2017-10-25,71.02
305,2017-10-26,71.32
306,2017-10-27,71.06
307,2017-10-30,71.13
308,2017-10-31,72.56
309,2017-11-01,72.37
310,2017-11-02,72.24
311,2017-11-03,73.38
312,2017-11-06,74.73
313,2017-11-07,74.4
314,2017-11-08,74.77
315,2017-11-09,74.09
316,2017-11-10,73.98
317,2017-11-13,74.02
318,2017-11-14,74.49
319,2017-11-15,73.43
320,2017-11-16,77.69
321,2017-11-17,76.37
322,2017-11-20,76.0
323,2017-11-21,77.76
324,2017-11-22,77.58
325,2017-11-24,78.54
326,2017-11-27,77.83
327,2017-11-28,77.78
328,2017-11-29,73.25
329,2017-11-30,75.64
330,2017-12-01,75.29
331,2017-12-04,70.93
332,2017-12-05,71.16
333,2017-12-06,73.13
334,2017-12-07,73.68
335,2017-12-08,72.9
336,2017-12-11,73.28
337,2017-12-12,73.61
338,2017-12-13,74.09
339,2017-12-14,74.27
340,2017-12-15,75.53
341,2017-12-18,75.32
342,2017-12-19,74.49
343,2017-12-20,73.97
344,2017-12-21,74.02
345,2017-12-22,73.88
346,2017-12-26,74.27
347,2017-12-27,74.57
348,2017-12-28,74.16
349,2017-12-29,73.62
350,2018-01-02,73.83
351,2018-01-03,76.77
352,2018-01-04,76.71
353,2018-01-05,78.64
354,2018-01-08,79.02
355,2018-01-09,79.19
356,2018-01-10,79.35
357,2018-01-11,79.74
358,2018-01-12,80.46
359,2018-01-16,80.41
360,2018-01-17,82.45
361,2018-01-18,82.96
362,2018-01-19,83.81
363,2018-01-22,83.95
364,2018-01-23,84.18
365,2018-01-24,83.67
366,2018-01-25,84.34
367,2018-01-26,85.45
368,2018-01-29,84.3
369,2018-01-30,83.78
370,2018-01-31,85.43
371,2018-02-01,78.39
372,2018-02-02,76.53
373,2018-02-05,74.7
374,2018-02-06,75.67
375,2018-02-07,75.58
376,2018-02-08,72.32
377,2018-02-09,74.73
378,2018-02-12,75.26
379,2018-02-13,74.96
380,2018-02-14,77.26
381,2018-02-15,78.29
382,2018-02-16,78.33
383,2018-02-20,77.06
384,2018-02-21,76.51
385,2018-02-22,77.71
386,2018-02-23,79.68
387,2018-02-26,79.34
388,2018-02-27,79.47
389,2018-02-28,79.43
390,2018-03-01,78.64
391,2018-03-02,78.85
392,2018-03-05,79.08
393,2018-03-06,79.23
394,2018-03-07,79.51
395,2018-03-08,79.86
396,2018-03-09,80.69
397,2018-03-12,80.6
398,2018-03-13,80.23
399,2018-03-14,83.31
400,2018-03-15,82.57
401,2018-03-16,82.15
402,2018-03-19,80.3
403,2018-03-20,80.86
404,2018-03-21,81.04
405,2018-03-22,78.56
406,2018-03-23,76.45
407,2018-03-26,78.94
408,2018-03-27,76.3
409,2018-03-28,75.06
410,2018-03-29,75.95
411,2018-04-02,74.99
412,2018-04-03,74.56
413,2018-04-04,74.77
414,2018-04-05,76.94
415,2018-04-06,73.86
416,2018-04-09,75.17
417,2018-04-10,76.78
418,2018-04-11,76.49
419,2018-04-12,77.45
420,2018-04-13,77.26
421,2018-04-16,77.79
422,2018-04-17,80.02
423,2018-04-18,80.34
424,2018-04-19,79.68
425,2018-04-20,78.73
426,2018-04-23,78.21
427,2018-04-24,75.28
428,2018-04-25,74.01
429,2018-04-26,76.02
430,2018-04-27,74.12
431,2018-04-30,74.6
432,2018-05-01,74.8
433,2018-05-02,71.73
434,2018-05-03,73.43
435,2018-05-04,73.99
436,2018-05-07,74.66
437,2018-05-08,75.73
438,2018-05-09,77.02
439,2018-05-10,79.19
440,2018-05-11,79.2
441,2018-05-14,78.81
442,2018-05-15,77.78
443,2018-05-16,77.81
444,2018-05-17,79.19
445,2018-05-18,80.79
446,2018-05-21,81.25
447,2018-05-22,80.62
448,2018-05-23,81.07
449,2018-05-24,81.55
450,2018-05-25,80.94
451,2018-05-29,80.73
452,2018-05-30,81.6
453,2018-05-31,82.05
454,2018-06-01,83.23
455,2018-06-04,84.56
456,2018-06-05,85.06
457,2018-06-06,85.25
458,2018-06-07,83.27
459,2018-06-08,84.35
460,2018-06-11,83.89
461,2018-06-12,85.01
462,2018-06-13,85.26
463,2018-06-14,85.6
464,2018-06-15,85.33
465,2018-06-18,85.85
466,2018-06-19,84.51
467,2018-06-20,85.95
468,2018-06-21,85.97
469,2018-06-22,85.1
470,2018-06-25,82.2
471,2018-06-26,82.33
472,2018-06-27,80.63
473,2018-06-28,82.47
474,2018-06-29,83.28
475,2018-07-02,83.88
476,2018-07-03,83.24
477,2018-07-05,84.6
478,2018-07-06,85.93
479,2018-07-09,86.24
480,2018-07-10,86.17
481,2018-07-11,86.26
482,2018-07-12,89.13
483,2018-07-13,87.97
484,2018-07-16,87.77
485,2018-07-17,88.58
486,2018-07-18,88.22
487,2018-07-19,87.39
488,2018-07-20,87.47
489,2018-07-23,89.24
490,2018-07-24,91.39
491,2018-07-25,91.65
492,2018-07-26,89.14
493,2018-07-27,85.46
494,2018-07-30,82.39
