,DateTime,Close
0,2023-07-27 21:30:00,266.12
1,2023-07-27 22:00:00,264.6
2,2023-07-27 23:00:00,266.34
3,2023-07-28 00:00:00,265.29
4,2023-07-28 01:00:00,262.73
5,2023-07-28 02:00:00,256.67
6,2023-07-28 03:00:00,255.71
7,2023-07-28 21:30:00,262.09
8,2023-07-28 22:00:00,262.93
9,2023-07-28 23:00:00,266.25
10,2023-07-29 00:00:00,265.54
11,2023-07-29 01:00:00,265.3
12,2023-07-29 02:00:00,266.94
13,2023-07-29 03:00:00,266.47
14,2023-07-31 21:30:00,264.73
15,2023-07-31 22:00:00,266.72
16,2023-07-31 23:00:00,267.1
17,2023-08-01 00:00:00,267.29
18,2023-08-01 01:00:00,267.35
19,2023-08-01 02:00:00,267.56
20,2023-08-01 03:00:00,267.49
21,2023-08-01 21:30:00,262.81
22,2023-08-01 22:00:00,263.66
23,2023-08-01 23:00:00,262.59
24,2023-08-02 00:00:00,261.59
25,2023-08-02 01:00:00,261.16
26,2023-08-02 02:00:00,261.02
27,2023-08-02 03:00:00,261.08
28,2023-08-02 21:30:00,259.08
29,2023-08-02 22:00:00,254.75
30,2023-08-02 23:00:00,251.76
31,2023-08-03 00:00:00,252.67
32,2023-08-03 01:00:00,253.39
33,2023-08-03 02:00:00,254.68
34,2023-08-03 03:00:00,254.15
35,2023-08-03 21:30:00,256.58
36,2023-08-03 22:00:00,254.86
37,2023-08-03 23:00:00,255.8
38,2023-08-04 00:00:00,257.66
39,2023-08-04 01:00:00,257.7
40,2023-08-04 02:00:00,260.19
41,2023-08-04 03:00:00,259.3
42,2023-08-04 21:30:00,259.61
43,2023-08-04 22:00:00,258.28
44,2023-08-04 23:00:00,260.28
45,2023-08-05 00:00:00,260.59
46,2023-08-05 01:00:00,258.5
47,2023-08-05 02:00:00,254.75
48,2023-08-05 03:00:00,253.85
49,2023-08-07 21:30:00,246.01
50,2023-08-07 22:00:00,246.72
51,2023-08-07 23:00:00,245.64
52,2023-08-08 00:00:00,246.0
53,2023-08-08 01:00:00,248.37
54,2023-08-08 02:00:00,249.27
55,2023-08-08 03:00:00,251.38
56,2023-08-08 21:30:00,246.93
57,2023-08-08 22:00:00,249.09
58,2023-08-08 23:00:00,246.9
59,2023-08-09 00:00:00,248.5
60,2023-08-09 01:00:00,249.14
61,2023-08-09 02:00:00,250.03
62,2023-08-09 03:00:00,249.61
63,2023-08-09 21:30:00,247.37
